Pressure 1 (kg/cm2),Time 1 (sec),Pressure 2 (kg/cm2),Time 2 (sec),Time_Stamp
2.61,0.30,2.19,0.00,18:14:55.758
2.91,0.40,2.19,0.00,18:14:55.858
3.22,0.50,2.19,0.00,18:14:55.958
3.32,0.60,2.19,0.00,18:14:56.059
3.54,0.70,2.19,0.00,18:14:56.158
3.54,0.80,2.19,0.00,18:14:56.258
3.61,0.90,2.19,0.00,18:14:56.358
3.66,1.00,2.19,0.00,18:14:56.458
3.70,1.10,2.19,0.00,18:14:56.558
3.77,1.20,2.19,0.00,18:14:56.658
3.82,1.30,2.19,0.00,18:14:56.758
3.80,1.40,2.19,0.00,18:14:56.858
3.85,1.50,2.19,0.00,18:14:56.958
3.82,1.60,2.19,0.00,18:14:57.058
3.87,1.70,2.19,0.00,18:14:57.158
3.80,1.80,2.19,0.00,18:14:57.258
3.88,1.90,2.19,0.00,18:14:57.359
3.81,2.00,2.19,0.00,18:14:57.458
3.85,2.10,2.19,0.00,18:14:57.558
3.82,2.20,2.19,0.00,18:14:57.658
3.78,2.30,2.19,0.00,18:14:57.758
3.83,2.40,2.19,0.00,18:14:57.858
3.87,2.50,2.19,0.00,18:14:57.958
3.80,2.60,2.19,0.00,18:14:58.058
3.75,2.70,2.19,0.00,18:14:58.158
3.89,2.80,2.19,0.00,18:14:58.258
3.82,2.90,2.19,0.00,18:14:58.358
3.75,3.00,2.19,0.00,18:14:58.458
3.88,3.10,2.19,0.00,18:14:58.558
3.80,3.20,2.19,0.00,18:14:58.658
3.82,3.30,2.19,0.00,18:14:58.758
3.82,3.40,2.19,0.00,18:14:58.858
3.86,3.50,2.19,0.00,18:14:58.958
3.78,3.60,2.19,0.00,18:14:59.058
3.84,3.70,2.19,0.00,18:14:59.158
3.81,3.80,2.19,0.00,18:14:59.258
3.83,3.90,2.19,0.00,18:14:59.358
3.87,4.00,2.19,0.00,18:14:59.458
3.85,4.10,2.19,0.00,18:14:59.558
3.83,4.20,2.19,0.00,18:14:59.658
3.83,0.00,2.19,0.00,18:14:59.758
