Pressure 1 (kg/cm2),Time 1 (sec),Pressure 2 (kg/cm2),Time 2 (sec),Time_Stamp
3.62,0.30,2.19,0.00,18:44:52.558
3.93,0.40,2.19,0.00,18:44:52.658
4.07,0.50,2.19,0.00,18:44:52.759
3.92,0.60,2.19,0.00,18:44:52.858
3.93,0.70,2.19,0.00,18:44:52.959
4.00,0.80,2.19,0.00,18:44:53.058
3.97,0.90,2.19,0.00,18:44:53.158
4.02,1.00,2.19,0.00,18:44:53.258
3.92,1.10,2.19,0.00,18:44:53.358
3.90,1.20,2.19,0.00,18:44:53.458
3.90,1.30,2.19,0.00,18:44:53.558
3.83,1.40,2.19,0.00,18:44:53.659
3.92,1.50,2.19,0.00,18:44:53.759
3.86,1.60,2.19,0.00,18:44:53.858
3.92,1.70,2.19,0.00,18:44:53.960
3.85,1.80,2.19,0.00,18:44:54.059
3.90,1.90,2.19,0.00,18:44:54.158
3.87,2.00,2.19,0.00,18:44:54.259
3.78,2.10,2.19,0.00,18:44:54.358
3.88,2.20,2.19,0.00,18:44:54.459
3.77,2.30,2.19,0.00,18:44:54.558
3.84,2.41,2.19,0.00,18:44:54.659
3.87,2.51,2.19,0.00,18:44:54.759
3.82,2.60,2.19,0.00,18:44:54.858
3.87,2.70,2.19,0.00,18:44:54.959
3.83,2.81,2.19,0.00,18:44:55.059
3.85,2.91,2.19,0.00,18:44:55.159
3.82,3.00,2.19,0.00,18:44:55.259
3.92,3.10,2.19,0.00,18:44:55.359
3.83,3.20,2.19,0.00,18:44:55.459
3.87,3.31,2.19,0.00,18:44:55.559
3.80,3.41,2.19,0.00,18:44:55.659
3.88,3.50,2.19,0.00,18:44:55.760
3.78,3.61,2.19,0.00,18:44:55.858
3.87,3.71,2.19,0.00,18:44:55.959
3.78,3.81,2.19,0.00,18:44:56.059
3.86,3.91,2.19,0.00,18:44:56.159
3.80,4.01,2.19,0.00,18:44:56.258
3.92,4.11,2.19,0.00,18:44:56.359
3.78,4.21,2.19,0.00,18:44:56.459
3.86,4.31,2.19,0.00,18:44:56.558
3.88,4.41,2.19,0.00,18:44:56.659
3.82,4.51,2.19,0.00,18:44:56.758
3.87,4.61,2.19,0.00,18:44:56.858
3.86,4.71,2.19,0.00,18:44:56.958
3.81,4.81,2.19,0.00,18:44:57.058
3.81,4.91,2.19,0.00,18:44:57.158
3.83,5.01,2.19,0.00,18:44:57.258
3.87,5.11,2.19,0.00,18:44:57.358
3.85,5.21,2.19,0.00,18:44:57.459
3.87,5.31,2.19,0.00,18:44:57.558
3.85,5.41,2.19,0.00,18:44:57.658
3.90,5.51,2.19,0.00,18:44:57.758
3.80,5.61,2.19,0.00,18:44:57.859
3.86,5.71,2.19,0.00,18:44:57.958
3.83,5.81,2.19,0.00,18:44:58.058
3.87,5.91,2.19,0.00,18:44:58.158
3.80,6.01,2.19,0.00,18:44:58.258
3.88,6.11,2.19,0.00,18:44:58.358
3.74,6.21,2.19,0.00,18:44:58.459
3.77,6.31,2.19,0.00,18:44:58.558
3.90,6.41,2.19,0.00,18:44:58.659
3.78,6.51,2.19,0.00,18:44:58.759
3.89,6.61,2.19,0.00,18:44:58.859
3.76,6.71,2.19,0.00,18:44:58.959
3.89,6.81,2.19,0.00,18:44:59.059
3.86,6.91,2.19,0.00,18:44:59.158
3.88,7.01,2.19,0.00,18:44:59.258
