Pressure 1 (kg/cm2),Time 1 (sec),Pressure 2 (kg/cm2),Time 2 (sec),Time_Stamp
2.88,5.51,2.19,0.00,19:04:45.976
2.84,5.61,2.19,0.00,19:04:46.076
2.93,5.71,2.19,0.00,19:04:46.176
2.81,5.81,2.19,0.00,19:04:46.276
2.89,5.91,2.19,0.00,19:04:46.376
2.89,6.01,2.19,0.00,19:04:46.476
2.87,6.11,2.19,0.00,19:04:46.577
2.88,6.21,2.19,0.00,19:04:46.676
2.81,6.31,2.19,0.00,19:04:46.776
2.94,6.41,2.19,0.00,19:04:46.876
2.89,6.51,2.19,0.00,19:04:46.976
2.94,6.61,2.19,0.00,19:04:47.076
2.84,6.71,2.19,0.00,19:04:47.176
2.91,6.81,2.19,0.00,19:04:47.277
2.89,6.91,2.19,0.00,19:04:47.377
2.92,7.01,2.19,0.00,19:04:47.476
2.89,7.11,2.19,0.00,19:04:47.576
2.96,7.21,2.19,0.00,19:04:47.676
2.84,7.31,2.19,0.00,19:04:47.777
2.95,7.41,2.19,0.00,19:04:47.876
2.84,7.51,2.19,0.00,19:04:47.977
2.92,7.61,2.19,0.00,19:04:48.076
2.87,7.71,2.19,0.00,19:04:48.176
2.85,7.81,2.19,0.00,19:04:48.276
2.93,7.91,2.19,0.00,19:04:48.376
2.87,8.01,2.19,0.00,19:04:48.476
2.92,8.11,2.19,0.00,19:04:48.576
2.82,8.21,2.19,0.00,19:04:48.676
2.86,8.31,2.19,0.00,19:04:48.777
2.96,8.41,2.19,0.00,19:04:48.876
2.87,8.51,2.19,0.00,19:04:48.976
2.93,8.61,2.19,0.00,19:04:49.077
2.83,8.71,2.19,0.00,19:04:49.176
2.95,8.81,2.19,0.00,19:04:49.276
2.93,8.91,2.19,0.00,19:04:49.377
2.95,9.01,2.19,0.00,19:04:49.476
2.84,9.11,2.19,0.00,19:04:49.577
2.90,9.21,2.19,0.00,19:04:49.676
2.87,9.31,2.19,0.00,19:04:49.776
2.94,9.41,2.19,0.00,19:04:49.876
2.83,9.51,2.19,0.00,19:04:49.976
2.79,9.61,2.19,0.00,19:04:50.076
2.96,9.71,2.19,0.00,19:04:50.176
2.86,9.81,2.19,0.00,19:04:50.276
2.86,9.92,2.19,0.00,19:04:50.376
2.92,10.02,2.19,0.00,19:04:50.476
2.81,10.12,2.19,0.00,19:04:50.576
2.92,10.22,2.19,0.00,19:04:50.676
2.82,10.32,2.19,0.00,19:04:50.776
2.86,10.42,2.19,0.00,19:04:50.876
2.82,10.52,2.19,0.00,19:04:50.976
2.89,10.62,2.19,0.00,19:04:51.076
2.82,10.72,2.19,0.00,19:04:51.176
2.89,10.82,2.19,0.00,19:04:51.277
2.86,10.92,2.19,0.00,19:04:51.376
2.94,11.02,2.19,0.00,19:04:51.476
2.95,11.12,2.19,0.00,19:04:51.577
2.98,11.22,2.19,0.00,19:04:51.676
2.89,11.32,2.19,0.00,19:04:51.776
2.94,11.42,2.19,0.00,19:04:51.876
2.91,11.52,2.19,0.00,19:04:51.976
2.88,11.62,2.19,0.00,19:04:52.076
2.94,11.72,2.19,0.00,19:04:52.176
2.86,11.82,2.19,0.00,19:04:52.276
2.93,11.92,2.19,0.00,19:04:52.376
2.82,12.02,2.19,0.00,19:04:52.476
2.91,12.12,2.19,0.00,19:04:52.576
2.93,12.22,2.19,0.00,19:04:52.677
2.82,12.32,2.19,0.00,19:04:52.776
2.89,12.42,2.19,0.00,19:04:52.876
2.86,12.52,2.19,0.00,19:04:52.976
2.96,12.62,2.19,0.00,19:04:53.076
2.93,12.72,2.19,0.00,19:04:53.176
2.97,12.82,2.19,0.00,19:04:53.277
2.85,12.92,2.19,0.00,19:04:53.376
2.91,13.02,2.19,0.00,19:04:53.476
2.85,13.12,2.19,0.00,19:04:53.576
2.91,13.22,2.19,0.00,19:04:53.676
2.91,13.32,2.19,0.00,19:04:53.776
2.94,13.42,2.19,0.00,19:04:53.876
2.85,13.52,2.19,0.00,19:04:53.976
2.93,13.62,2.19,0.00,19:04:54.076
2.81,13.72,2.19,0.00,19:04:54.176
2.92,13.82,2.19,0.00,19:04:54.276
2.83,13.92,2.19,0.00,19:04:54.376
2.89,14.02,2.19,0.00,19:04:54.477
2.86,14.12,2.19,0.00,19:04:54.576
2.95,14.22,2.19,0.00,19:04:54.676
2.83,14.32,2.19,0.00,19:04:54.777
2.82,14.42,2.19,0.00,19:04:54.876
2.90,14.52,2.19,0.00,19:04:54.976
2.84,14.62,2.19,0.00,19:04:55.077
2.94,14.72,2.19,0.00,19:04:55.177
2.86,14.82,2.19,0.00,19:04:55.276
2.97,14.92,2.19,0.00,19:04:55.376
2.84,15.02,2.19,0.00,19:04:55.476
2.94,15.12,2.19,0.00,19:04:55.576
2.98,15.22,2.19,0.00,19:04:55.676
2.86,15.32,2.19,0.00,19:04:55.776
2.88,15.42,2.19,0.00,19:04:55.876
2.87,15.52,2.19,0.00,19:04:55.976
2.89,15.62,2.19,0.00,19:04:56.076
2.82,15.72,2.19,0.00,19:04:56.176
2.78,15.82,2.19,0.00,19:04:56.277
2.84,15.92,2.19,0.00,19:04:56.376
2.89,16.02,2.19,0.00,19:04:56.476
2.87,16.12,2.19,0.00,19:04:56.576
2.97,16.22,2.19,0.00,19:04:56.676
2.83,16.32,2.19,0.00,19:04:56.776
2.92,16.42,2.19,0.00,19:04:56.877
2.89,16.52,2.19,0.00,19:04:56.976
2.96,16.62,2.19,0.00,19:04:57.076
2.86,16.72,2.19,0.00,19:04:57.176
2.96,16.82,2.19,0.00,19:04:57.276
2.84,16.92,2.19,0.00,19:04:57.377
2.93,17.02,2.19,0.00,19:04:57.476
2.87,17.12,2.19,0.00,19:04:57.576
2.94,17.22,2.19,0.00,19:04:57.676
2.89,17.32,2.19,0.00,19:04:57.776
2.94,17.42,2.19,0.00,19:04:57.876
2.87,17.52,2.19,0.00,19:04:57.976
2.94,17.62,2.19,0.00,19:04:58.077
2.83,17.72,2.19,0.00,19:04:58.176
2.91,17.82,2.19,0.00,19:04:58.276
2.92,17.92,2.19,0.00,19:04:58.377
2.92,18.02,2.19,0.00,19:04:58.476
2.87,18.12,2.19,0.00,19:04:58.576
2.94,18.22,2.19,0.00,19:04:58.676
2.84,18.32,2.19,0.00,19:04:58.776
2.93,18.42,2.19,0.00,19:04:58.876
2.98,18.52,2.19,0.00,19:04:58.976
2.92,18.62,2.19,0.00,19:04:59.076
2.82,18.72,2.19,0.00,19:04:59.176
2.94,18.82,2.19,0.00,19:04:59.276
2.94,18.92,2.19,0.00,19:04:59.376
2.98,19.02,2.19,0.00,19:04:59.476
2.83,19.12,2.19,0.00,19:04:59.576
2.87,19.22,2.19,0.00,19:04:59.676
2.97,19.32,2.19,0.00,19:04:59.776
2.93,19.42,2.19,0.00,19:04:59.876
3.00,19.52,2.19,0.00,19:04:59.976
2.86,19.62,2.19,0.00,19:05:00.076
2.94,19.72,2.19,0.00,19:05:00.177
2.94,19.82,2.19,0.00,19:05:00.276
2.87,19.92,2.19,0.00,19:05:00.377
2.86,20.03,2.19,0.00,19:05:00.476
2.87,20.13,2.19,0.00,19:05:00.576
2.94,20.23,2.19,0.00,19:05:00.676
2.91,20.33,2.19,0.00,19:05:00.776
2.82,20.43,2.19,0.00,19:05:00.876
2.93,20.53,2.19,0.00,19:05:00.977
2.87,20.63,2.19,0.00,19:05:01.077
2.79,20.73,2.19,0.00,19:05:01.176
2.91,20.83,2.19,0.00,19:05:01.276
2.92,20.93,2.19,0.00,19:05:01.377
2.89,21.03,2.19,0.00,19:05:01.477
2.86,21.13,2.19,0.00,19:05:01.576
2.84,21.23,2.19,0.00,19:05:01.676
2.91,21.33,2.19,0.00,19:05:01.776
2.94,21.43,2.19,0.00,19:05:01.878
2.84,21.43,2.19,0.00,19:05:01.976
2.87,21.53,2.19,0.00,19:05:02.076
2.81,21.73,2.19,0.00,19:05:02.177
2.91,21.73,2.19,0.00,19:05:02.276
2.87,21.93,2.19,0.00,19:05:02.377
2.87,21.93,2.19,0.00,19:05:02.476
2.91,22.03,2.19,0.00,19:05:02.576
2.87,22.13,2.19,0.00,19:05:02.676
2.89,22.23,2.19,0.00,19:05:02.776
2.84,22.33,2.19,0.00,19:05:02.877
2.84,22.43,2.19,0.00,19:05:02.976
2.93,22.53,2.19,0.00,19:05:03.076
2.88,22.63,2.19,0.00,19:05:03.176
2.98,22.73,2.19,0.00,19:05:03.276
2.87,22.83,2.19,0.00,19:05:03.376
2.95,22.93,2.19,0.00,19:05:03.476
2.89,23.03,2.19,0.00,19:05:03.577
2.92,23.13,2.19,0.00,19:05:03.676
2.86,23.23,2.19,0.00,19:05:03.777
2.94,23.33,2.19,0.00,19:05:03.876
2.84,23.43,2.19,0.00,19:05:03.976
2.90,23.53,2.19,0.00,19:05:04.076
3.00,23.63,2.19,0.00,19:05:04.176
2.93,23.73,2.19,0.00,19:05:04.277
2.87,23.83,2.19,0.00,19:05:04.377
2.96,23.93,2.19,0.00,19:05:04.476
2.84,24.03,2.19,0.00,19:05:04.577
2.84,24.13,2.19,0.00,19:05:04.676
2.97,24.23,2.19,0.00,19:05:04.776
2.89,24.33,2.19,0.00,19:05:04.877
2.95,24.43,2.19,0.00,19:05:04.976
2.84,24.53,2.19,0.00,19:05:05.076
2.91,24.63,2.19,0.00,19:05:05.176
2.86,24.73,2.19,0.00,19:05:05.276
2.93,24.83,2.19,0.00,19:05:05.376
2.82,24.93,2.19,0.00,19:05:05.477
2.91,25.03,2.19,0.00,19:05:05.576
2.89,25.13,2.19,0.00,19:05:05.676
2.95,25.23,2.19,0.00,19:05:05.776
2.89,25.33,2.19,0.00,19:05:05.876
2.86,25.43,2.19,0.00,19:05:05.976
2.93,25.53,2.19,0.00,19:05:06.076
2.84,25.63,2.19,0.00,19:05:06.176
2.87,25.73,2.19,0.00,19:05:06.276
2.89,25.83,2.19,0.00,19:05:06.376
2.93,25.93,2.19,0.00,19:05:06.477
2.81,26.03,2.19,0.00,19:05:06.576
2.82,26.13,2.19,0.00,19:05:06.676
2.92,26.23,2.19,0.00,19:05:06.776
2.94,26.33,2.19,0.00,19:05:06.876
2.93,26.43,2.19,0.00,19:05:06.977
2.86,26.53,2.19,0.00,19:05:07.077
2.89,26.63,2.19,0.00,19:05:07.176
2.93,26.73,2.19,0.00,19:05:07.276
2.98,26.83,2.19,0.00,19:05:07.377
2.81,26.93,2.19,0.00,19:05:07.477
2.98,27.03,2.19,0.00,19:05:07.576
2.92,27.13,2.19,0.00,19:05:07.676
2.93,27.23,2.19,0.00,19:05:07.776
2.85,27.33,2.19,0.00,19:05:07.876
2.89,27.44,2.19,0.00,19:05:07.976
2.81,27.53,2.19,0.00,19:05:08.076
2.91,27.64,2.19,0.00,19:05:08.177
2.89,27.74,2.19,0.00,19:05:08.276
2.87,27.84,2.19,0.00,19:05:08.377
2.93,27.94,2.19,0.00,19:05:08.476
2.83,28.04,2.19,0.00,19:05:08.577
2.90,28.14,2.19,0.00,19:05:08.676
2.81,28.24,2.19,0.00,19:05:08.776
2.92,28.34,2.19,0.00,19:05:08.876
2.86,28.44,2.19,0.00,19:05:08.976
2.84,28.54,2.19,0.00,19:05:09.076
2.92,28.64,2.19,0.00,19:05:09.176
2.92,28.74,2.19,0.00,19:05:09.276
2.93,28.84,2.19,0.00,19:05:09.377
2.86,28.94,2.19,0.00,19:05:09.476
2.87,29.04,2.19,0.00,19:05:09.576
2.89,29.14,2.19,0.00,19:05:09.676
2.89,29.24,2.19,0.00,19:05:09.776
2.95,29.34,2.19,0.00,19:05:09.876
2.87,29.44,2.19,0.00,19:05:09.976
2.89,29.54,2.19,0.00,19:05:10.076
2.89,29.64,2.19,0.00,19:05:10.176
2.92,29.74,2.19,0.00,19:05:10.276
2.87,29.84,2.19,0.00,19:05:10.376
2.90,29.94,2.19,0.00,19:05:10.476
2.85,30.04,2.19,0.00,19:05:10.577
2.94,30.14,2.19,0.00,19:05:10.676
2.85,30.24,2.19,0.00,19:05:10.776
2.96,30.34,2.19,0.00,19:05:10.876
2.83,30.44,2.19,0.00,19:05:10.976
2.93,30.54,2.19,0.00,19:05:11.076
2.82,30.64,2.19,0.00,19:05:11.176
2.90,30.74,2.19,0.00,19:05:11.276
2.91,30.84,2.19,0.00,19:05:11.377
2.88,30.94,2.19,0.00,19:05:11.476
2.88,31.04,2.19,0.00,19:05:11.577
2.81,31.14,2.19,0.00,19:05:11.676
2.82,31.24,2.19,0.00,19:05:11.776
2.93,31.34,2.19,0.00,19:05:11.877
2.82,31.44,2.19,0.00,19:05:11.976
2.96,31.54,2.19,0.00,19:05:12.077
3.00,31.64,2.19,0.00,19:05:12.176
2.89,31.74,2.19,0.00,19:05:12.276
2.98,31.84,2.19,0.00,19:05:12.377
2.84,31.94,2.19,0.00,19:05:12.476
2.89,32.04,2.19,0.00,19:05:12.576
2.81,32.14,2.19,0.00,19:05:12.676
2.91,32.24,2.19,0.00,19:05:12.776
2.81,32.34,2.19,0.00,19:05:12.876
2.81,0.00,2.19,0.00,19:05:12.976
